 1.030373385874e-03 1.215716803702e-03 1.632864112883e-03 2.002360475117e-03 2.281672616450e-03 2.529273733515e-03 2.699595842347e-03 2.839015599965e-03 2.942467999773e-03 3.006139919248e-03 3.027600096419e-03 3.006051408900e-03 2.942455776709e-03 2.838843421262e-03 2.699566202186e-03 2.529310121448e-03 2.281847698546e-03 2.002333275678e-03 1.633163827595e-03 1.216016098788e-03 1.030524193431e-03
 9.596999553935e-04 1.164687789443e-03 1.616644876819e-03 2.015424315428e-03 2.318486957417e-03 2.589275132699e-03 2.776662490325e-03 2.930885909308e-03 3.045902096603e-03 3.116914515763e-03 3.140940406475e-03 3.116861504626e-03 3.045805576542e-03 2.930740046410e-03 2.776514843066e-03 2.589132041314e-03 2.318770263318e-03 2.015604950982e-03 1.616886287782e-03 1.164935958881e-03 9.596759881330e-04
 8.932127738557e-04 1.127015211051e-03 1.628542408027e-03 2.068705038957e-03 2.404906720543e-03 2.707764363733e-03 2.918815654274e-03 3.093773941761e-03 3.224599533613e-03 3.305846170157e-03 3.333416040132e-03 3.305840286507e-03 3.224483786876e-03 3.093620710056e-03 2.918940296566e-03 2.707619038215e-03 2.405017435112e-03 2.068841383384e-03 1.628718058486e-03 1.127250574712e-03 8.932831001100e-04
 8.373697783568e-04 1.109636008414e-03 1.674725729227e-03 2.167909005512e-03 2.547210321505e-03 2.891948883612e-03 3.133927881636e-03 3.335555109706e-03 3.487419831744e-03 3.582090375208e-03 3.614029506255e-03 3.582014973141e-03 3.487510042157e-03 3.335685278034e-03 3.133979530574e-03 2.891722900306e-03 2.547071028210e-03 2.168011579202e-03 1.674931054358e-03 1.109869289838e-03 8.376951015066e-04
 8.021341581160e-04 1.120227155881e-03 1.759745698974e-03 2.316941400291e-03 2.749380430322e-03 3.146317198476e-03 3.427213892003e-03 3.662906333554e-03 3.841207415473e-03 3.952534052112e-03 3.990387224152e-03 3.952597205546e-03 3.841329763572e-03 3.663049903342e-03 3.427218881750e-03 3.146056244193e-03 2.749118705083e-03 2.316949025045e-03 1.759950110857e-03 1.120332135608e-03 8.024294196500e-04
 7.981058114272e-04 1.164605320389e-03 1.885945732517e-03 2.517464085416e-03 3.013207757856e-03 3.473932926107e-03 3.802794582227e-03 4.081009056135e-03 4.292140075227e-03 4.424254610652e-03 4.469541653721e-03 4.424605203573e-03 4.292261836322e-03 4.080993215072e-03 3.802930552736e-03 3.473747583686e-03 3.012976196523e-03 2.517345272275e-03 1.886135476283e-03 1.164520033374e-03 7.980354159828e-04
 8.339786529666e-04 1.246005366883e-03 2.053399683357e-03 2.768968972620e-03 3.339479443654e-03 3.876968595977e-03 4.264877182948e-03 4.595280414355e-03 4.847471498855e-03 5.005506336420e-03 5.059750787484e-03 5.005871841623e-03 4.847457274098e-03 4.595260858003e-03 4.264995232199e-03 3.876798947200e-03 3.339211053789e-03 2.768775110134e-03 2.053476393339e-03 1.245952021153e-03 8.339131981197e-04
 9.132829556137e-04 1.364648260943e-03 2.260464499771e-03 3.070173934830e-03 3.728269208240e-03 4.358171349264e-03 4.818636956578e-03 5.213570920431e-03 5.516802850279e-03 5.707119275067e-03 5.772325438891e-03 5.707315630972e-03 5.516655205542e-03 5.213556203659e-03 4.818587993834e-03 4.358032313885e-03 3.727994733703e-03 3.070022074725e-03 2.260400926929e-03 1.364513184763e-03 9.131442285004e-04
 1.033241107537e-03 1.517642662684e-03 2.504110808538e-03 3.419241124955e-03 4.179724796797e-03 4.921327788677e-03 5.471039138568e-03 5.946573195237e-03 6.313297347683e-03 6.543948080302e-03 6.622619899278e-03 6.543977774456e-03 6.313142464712e-03 5.946497475807e-03 5.470969258795e-03 4.921262425672e-03 4.179376315635e-03 3.419179066396e-03 2.504099541249e-03 1.517643598637e-03 1.033437504318e-03
 1.187914579146e-03 1.700782770658e-03 2.780643860583e-03 3.813627868482e-03 4.693953195572e-03 5.571287453401e-03 6.231965395844e-03 6.808824134360e-03 7.254956915688e-03 7.535914818983e-03 7.631449001975e-03 7.535877377492e-03 7.254957210366e-03 6.808721875709e-03 6.231909185875e-03 5.571138863026e-03 4.693729244156e-03 3.813559716833e-03 2.780781751060e-03 1.700776898497e-03 1.187912938129e-03
