 1.338999862776e-02 1.430045484233e-02 1.661842430785e-02 1.888394464271e-02 2.068165057799e-02 2.232002222046e-02 2.346377477189e-02 2.440936848139e-02 2.511579132239e-02 2.555250902271e-02 2.570013185324e-02 2.555256721522e-02 2.511600363427e-02 2.440952988618e-02 2.346392124931e-02 2.232010778521e-02 2.068173892454e-02 1.888435418952e-02 1.661919031446e-02 1.430119663757e-02 1.339068016351e-02
 1.358097720004e-02 1.455690722153e-02 1.704510849717e-02 1.948924031955e-02 2.144085964718e-02 2.323111726683e-02 2.448773722783e-02 2.553122886980e-02 2.631378388287e-02 2.679865820981e-02 2.696282277227e-02 2.679863535512e-02 2.631393020956e-02 2.553154943227e-02 2.448793440030e-02 2.323118569719e-02 2.144080486370e-02 1.948928832045e-02 1.704582218553e-02 1.455757570869e-02 1.358155720001e-02
 1.370221860631e-02 1.476743499208e-02 1.748246526213e-02 2.016043486047e-02 2.231232527444e-02 2.429961760988e-02 2.570286537927e-02 2.687345966198e-02 2.775469831305e-02 2.830233032233e-02 2.848791145178e-02 2.830228185466e-02 2.775484112985e-02 2.687379997330e-02 2.570318302540e-02 2.429976259146e-02 2.231226041025e-02 2.016066121256e-02 1.748318593155e-02 1.476812699123e-02 1.370291185427e-02
 1.374843772821e-02 1.492861622859e-02 1.793101983223e-02 2.090221943311e-02 2.330526102681e-02 2.554034451518e-02 2.712895561860e-02 2.846055351960e-02 2.946696871872e-02 3.009409287260e-02 3.030706231793e-02 3.009412609163e-02 2.946704393081e-02 2.846068164447e-02 2.712906875176e-02 2.554062646564e-02 2.330537611794e-02 2.090247877942e-02 1.793168300125e-02 1.492949920776e-02 1.374960557241e-02
 1.371552326394e-02 1.503904108465e-02 1.839343938856e-02 2.172158834119e-02 2.443236527931e-02 2.697341696973e-02 2.879191034562e-02 3.032440725429e-02 3.148763250670e-02 3.221457200315e-02 3.246193196563e-02 3.221474739765e-02 3.148783216963e-02 3.032471226499e-02 2.879183543810e-02 2.697352862171e-02 2.443244497956e-02 2.172191147877e-02 1.839396116510e-02 1.503964597569e-02 1.371638434758e-02
 1.360072890009e-02 1.509905743300e-02 1.887466424671e-02 2.262906168766e-02 2.571026121738e-02 2.862396457944e-02 3.072534346962e-02 3.250697247771e-02 3.386497941056e-02 3.471631687652e-02 3.500642769046e-02 3.471657680060e-02 3.386538985098e-02 3.250723555919e-02 3.072537451386e-02 2.862409274867e-02 2.571029211779e-02 2.262953540156e-02 1.887535327988e-02 1.509952471791e-02 1.360128260885e-02
 1.340360564142e-02 1.511228081770e-02 1.938292229916e-02 2.363758378267e-02 2.715948444268e-02 3.052406043420e-02 3.297168445525e-02 3.506091810307e-02 3.666073864666e-02 3.766629027908e-02 3.800933696989e-02 3.766653966142e-02 3.666109193901e-02 3.506104743130e-02 3.297185374126e-02 3.052408360720e-02 2.715931920959e-02 2.363789661947e-02 1.938333781533e-02 1.511278069094e-02 1.340432439119e-02
 1.312841213811e-02 1.508623829789e-02 1.992812677853e-02 2.476158753143e-02 2.880371463560e-02 3.271142728712e-02 3.558280375509e-02 3.805133223629e-02 3.995105651017e-02 4.114809769657e-02 4.155677186311e-02 4.114829345662e-02 3.995149235033e-02 3.805172569136e-02 3.558289329579e-02 3.271153600728e-02 2.880387792547e-02 2.476203046169e-02 1.992850482578e-02 1.508682524358e-02 1.312922153632e-02
 1.278249210056e-02 1.503178522787e-02 2.052168439343e-02 2.601631688657e-02 3.066847245415e-02 3.522944868993e-02 3.862020837984e-02 4.155875909597e-02 4.383085481248e-02 4.526545727302e-02 4.575547703019e-02 4.526526158308e-02 4.383118985751e-02 4.155907371827e-02 3.862027840585e-02 3.522971408900e-02 3.066862433550e-02 2.601683599510e-02 2.052191351670e-02 1.503251170164e-02 1.278333702419e-02
 1.237934834791e-02 1.496435264495e-02 2.117505395307e-02 2.741551103530e-02 3.277846002674e-02 3.812548498540e-02 4.215562244425e-02 4.567992386895e-02 4.841599878105e-02 5.014510471312e-02 5.073568150424e-02 5.014479958761e-02 4.841603286891e-02 4.567981322045e-02 4.215581738168e-02 3.812588567419e-02 3.277855967930e-02 2.741578066587e-02 2.117527797988e-02 1.496500071136e-02 1.238016424047e-02
