 1.471917847585e-03 3.708522842974e-03 6.946239326519e-03 9.472236818548e-03 1.134006248006e-02 1.299933101745e-02 1.414667097877e-02 1.509274826116e-02 1.579935343410e-02 1.623689844174e-02 1.638516901680e-02 1.623722062987e-02 1.579961157890e-02 1.509249566078e-02 1.414662142658e-02 1.299939759394e-02 1.134036522753e-02 9.472367545661e-03 6.946246268291e-03 3.708565870570e-03 1.471856432466e-03
 1.607664656542e-03 4.277886150396e-03 8.097890844014e-03 1.110266382257e-02 1.334435500410e-02 1.535065211983e-02 1.674677723756e-02 1.790297024709e-02 1.876970454206e-02 1.930743192910e-02 1.949008867974e-02 1.930756506441e-02 1.876978062994e-02 1.790252524704e-02 1.674661775187e-02 1.535099906587e-02 1.334449782054e-02 1.110282653037e-02 8.097794586791e-03 4.277936988055e-03 1.607884320706e-03
 1.764641165859e-03 4.944653179597e-03 9.453637918711e-03 1.303574257936e-02 1.573441139122e-02 1.817089391808e-02 1.987697622468e-02 2.129698789939e-02 2.236579784308e-02 2.303034738239e-02 2.325625224268e-02 2.303065697311e-02 2.236581317975e-02 2.129678413973e-02 1.987668702002e-02 1.817089159238e-02 1.573437845282e-02 1.303571054032e-02 9.453397373889e-03 4.944812532244e-03 1.764780162207e-03
 1.946011813212e-03 5.723595870065e-03 1.104680502909e-02 1.532539214490e-02 1.858472788254e-02 2.155503670304e-02 2.364993028323e-02 2.540255703107e-02 2.672728877600e-02 2.755363569756e-02 2.783459101195e-02 2.755368997832e-02 2.672755525584e-02 2.540232209321e-02 2.364955873987e-02 2.155510016007e-02 1.858484706165e-02 1.532537572025e-02 1.104662046810e-02 5.723698478769e-03 1.946354364234e-03
 2.156117477023e-03 6.630335399949e-03 1.291483882099e-02 1.803447851066e-02 2.198309693303e-02 2.561817615182e-02 2.820159461568e-02 3.037578287103e-02 3.202678099467e-02 3.305932149918e-02 3.341084570418e-02 3.305966817556e-02 3.202709234649e-02 3.037602685948e-02 2.820135741825e-02 2.561818625773e-02 2.198297708050e-02 1.803448277459e-02 1.291483463042e-02 6.630338861510e-03 2.156243537266e-03
 2.397857867058e-03 7.681634818320e-03 1.509926007562e-02 2.123455523165e-02 2.603117870606e-02 3.049719269413e-02 3.369765605830e-02 3.640864107797e-02 3.847685670453e-02 3.977446748872e-02 4.021680749889e-02 3.977464510013e-02 3.847694990452e-02 3.640871228098e-02 3.369750465018e-02 3.049689445479e-02 2.603141553828e-02 2.123479866159e-02 1.509941508478e-02 7.681745812362e-03 2.398184556834e-03
 2.676090257786e-03 8.894714617988e-03 1.764454941467e-02 2.500600261811e-02 3.084837980021e-02 3.635513253615e-02 4.033824622237e-02 4.373520494998e-02 4.634004010989e-02 4.797949799391e-02 4.853948709771e-02 4.797965181581e-02 4.634001403834e-02 4.373526190543e-02 4.033820836273e-02 3.635514842371e-02 3.084852696567e-02 2.500622487421e-02 1.764427889160e-02 8.894683503571e-03 2.676141286379e-03
 2.993821237365e-03 1.028670880440e-02 2.059694211391e-02 2.943813616912e-02 3.657142277672e-02 4.338616258523e-02 4.836510585107e-02 5.264307948614e-02 5.594125886261e-02 5.802457853297e-02 5.873724247910e-02 5.802452716429e-02 5.594134532580e-02 5.264325718352e-02 4.836511814426e-02 4.338594522594e-02 3.657149795750e-02 2.943805687954e-02 2.059665063000e-02 1.028672515136e-02 2.993761143864e-03
 3.353731048603e-03 1.187307563099e-02 2.400383866518e-02 3.462719240067e-02 4.335577831056e-02 5.181853916369e-02 5.807086300680e-02 6.348527689799e-02 6.768388429697e-02 7.034569845128e-02 7.125778226767e-02 7.034566814380e-02 6.768374219612e-02 6.348529761430e-02 5.807061682828e-02 5.181837704709e-02 4.335590865548e-02 3.462752314468e-02 2.400357990501e-02 1.187320279036e-02 3.353810497369e-03
 3.758589276588e-03 1.366715871601e-02 2.791026127611e-02 4.067569809845e-02 5.137591087414e-02 6.192086318193e-02 6.980695143799e-02 7.669562794138e-02 8.206949235179e-02 8.548901329797e-02 8.666268881763e-02 8.548881546476e-02 8.206954165783e-02 7.669574538715e-02 6.980696216992e-02 6.192082259693e-02 5.137582051218e-02 4.067593045677e-02 2.791015182126e-02 1.366717364531e-02 3.758797820598e-03
 4.208720172289e-03 1.567696700202e-02 3.235536278378e-02 4.768634123682e-02 6.082262096756e-02 7.400488531930e-02 8.399745096120e-02 9.280815278962e-02 9.972431597188e-02 1.041406267601e-01 1.056589275111e-01 1.041409165830e-01 9.972428129240e-02 9.280819577662e-02 8.399767672885e-02 7.400462965693e-02 6.082263015197e-02 4.768630797791e-02 3.235527859124e-02 1.567696374861e-02 4.208894965217e-03
 4.702602427990e-03 1.790417537075e-02 3.736671470171e-02 5.575561305862e-02 7.189906738635e-02 8.842883994641e-02 1.011512249786e-01 1.124826131917e-01 1.214329353161e-01 1.271666881401e-01 1.291400955169e-01 1.271666861410e-01 1.214331322785e-01 1.124826857334e-01 1.011511878571e-01 8.842884777264e-02 7.189894747275e-02 5.575543680348e-02 3.736661087765e-02 1.790417823902e-02 4.702786749806e-03
 5.235845971886e-03 2.034072222887e-02 4.295428061762e-02 6.496341585216e-02 8.480972796461e-02 1.055977441593e-01 1.218757091159e-01 1.365356096067e-01 1.481831369958e-01 1.556630231098e-01 1.582392022156e-01 1.556627807675e-01 1.481832558384e-01 1.365355521348e-01 1.218759381500e-01 1.055976547110e-01 8.480982171311e-02 6.496342153306e-02 4.295429800388e-02 2.034074000961e-02 5.236212996479e-03
 5.800175620572e-03 2.296595980077e-02 4.910046488385e-02 7.535767790087e-02 9.974503208879e-02 1.259558218388e-01 1.468953791226e-01 1.659830227486e-01 1.812259435470e-01 1.910235795484e-01 1.943975785626e-01 1.910234455440e-01 1.812257538326e-01 1.659831730679e-01 1.468951396252e-01 1.259559927128e-01 9.974477329725e-02 7.535767883903e-02 4.910044611676e-02 2.296585592675e-02 5.800453825689e-03
 6.383129204711e-03 2.574293380615e-02 5.575000105057e-02 8.693039763860e-02 1.168491163496e-01 1.499685070050e-01 1.770638054015e-01 2.021011544707e-01 2.221554529335e-01 2.350281738618e-01 2.394549290034e-01 2.350282401258e-01 2.221552786363e-01 2.021012526759e-01 1.770632330414e-01 1.499685433494e-01 1.168491007689e-01 8.693042282581e-02 5.575015781019e-02 2.574301235441e-02 6.383282981194e-03
 6.966913323867e-03 2.861619804663e-02 6.279817825774e-02 9.958876470451e-02 1.361740967197e-01 1.780801930837e-01 2.133781193733e-01 2.465125141386e-01 2.730236708663e-01 2.899560556490e-01 2.957597920884e-01 2.899560396216e-01 2.730237480420e-01 2.465122443241e-01 2.133780457684e-01 1.780803133595e-01 1.361739991871e-01 9.958870876169e-02 6.279820027003e-02 2.861621924354e-02 6.967142743135e-03
 7.528647356612e-03 3.150988377479e-02 7.007909697191e-02 1.131160568657e-01 1.576037385789e-01 2.106289483303e-01 2.569770717078e-01 3.013342979936e-01 3.365007764855e-01 3.587289821929e-01 3.663074887360e-01 3.587289758194e-01 3.365006903933e-01 3.013341705965e-01 2.569770497672e-01 2.106290655951e-01 1.576040095141e-01 1.131161927346e-01 7.007909880219e-02 3.151002514953e-02 7.528716594748e-03
